0.56917	1.24481
0.686483	1.86356
0.609119	1.41859
0.15659	0.251048
0.250099	0.414383
0.33961	0.590551
0.163732	0.263006
0.812311	3.2926
0.331156	0.572779
0.515244	1.04902
0.210639	0.343487
0.511155	1.03562
0.813379	3.31257
0.917295	7.65158
0.343638	0.599117
0.917631	7.6831
0.560045	1.2089
0.261605	0.43572
0.513108	1.042
0.155339	0.248959
0.816584	3.37386
0.951689	13.1446
0.107974	0.171246
0.545335	1.15357
0.854823	4.30809
0.87936	5.21257
0.162847	0.26152
0.469222	0.907659
0.742607	2.33685
0.350688	0.614266
0.690023	1.88869
0.357707	0.629556
0.238319	0.392864
0.136692	0.218071
0.136387	0.217569
0.803583	3.13726
0.810541	3.25997
0.649159	1.62691
0.965667	18.509
0.800226	3.08101
0.782311	2.80925
0.24131	0.398297
0.365246	0.646214
0.10477	0.166069
0.600879	1.3803
0.633839	1.54245
0.0783715	0.123728
0.726524	2.1827
0.232185	0.381783
0.465346	0.896616
0.361064	0.636944
0.539995	1.1342
0.68041	1.82164
0.968474	20.1589
0.0641804	0.101154
0.0234687	0.0368802
0.632405	1.53486
0.770348	2.65052
0.840541	3.90789
0.122074	0.194133
0.227302	0.373021
0.81869	3.41528
0.47676	0.92949
0.236183	0.388996
0.951079	12.9801
0.432356	0.807211
0.350444	0.613738
0.334605	0.579996
0.655995	1.66677
0.477187	0.930742
0.0122074	0.0191771
0.192938	0.312689
0.705222	2.00289
0.66686	1.73314
0.892666	5.87345
0.756829	2.48915
0.242256	0.40002
0.988525	55.3324
0.134404	0.214308
0.630207	1.52334
0.58565	1.31302
0.253761	0.421139
0.54912	1.16752
0.68865	1.87888
0.748253	2.39536
0.774255	2.70058
0.699637	1.95969
0.817621	3.39416
0.0820032	0.129524
0.162511	0.260957
0.106845	0.169421
0.775781	2.72058
0.0473342	0.0744875
0.25782	0.428666
0.581866	1.29695
0.183111	0.295825
0.107791	0.17095
0.176916	0.285272
0.682943	1.83894
0.634541	1.54618
0.749413	2.40769
0.489731	0.968203
0.297555	0.504681
0.937834	10.2035
0.625324	1.49816
0.52028	1.06578
0.349528	0.61176
0.477035	0.930294
0.825465	3.55514
0.772362	2.67613
0.630879	1.52685
0.700949	1.96971
0.27073	0.452883
0.480361	0.940089
0.758934	2.51315
0.736045	2.27183
0.232948	0.383157
0.285043	0.48026
0.2584	0.429744
0.125004	0.198913
0.979003	30.2673
0.0343333	0.0539814
0.768426	2.62648
0.689993	1.88848
0.540635	1.1365
0.709128	2.03403
0.374462	0.666932
0.520768	1.06742
0.608905	1.41758
0.473922	0.921214
0.0654317	0.10314
0.0880764	0.139235
0.553636	1.18442
0.852809	4.24704
0.315806	0.541187
0.48204	0.945068
0.568041	1.2403
0.0301523	0.0473972
0.792505	2.95834
0.775231	2.71335
0.938322	10.2847
0.276345	0.463555
0.186895	0.3023
0.511002	1.03513
0.43791	0.821723
0.498642	0.995697
0.172094	0.277099
0.316935	0.543482
0.847438	4.09197
0.916898	7.61464
0.484695	0.952995
0.642933	1.59181
0.598773	1.37074
0.864406	4.62294
0.131901	0.2102
0.624561	1.49428
0.54503	1.15245
0.713584	2.0705
0.723716	2.15752
0.0713218	0.1125
0.854762	4.30621
0.926878	8.66464
0.929685	9.01348
0.580065	1.28939
0.0315561	0.0496074
0.232429	0.382223
0.0611286	0.0963139
0.772942	2.68358
0.0587176	0.0924931
0.925016	8.44768
0.778191	2.75273
0.661122	1.69761
0.668722	1.74491
0.291513	0.492828
0.921659	8.08237
0.132664	0.211451
0.737541	2.28638
0.162114	0.260291
0.47029	0.910724
0.566149	1.23278
0.804559	3.15397
0.585803	1.31367
0.622578	1.48426
0.568621	1.24261
0.716758	2.09714
0.631153	1.52828
0.00393689	0.00618395
0.839228	3.87462
0.398419	0.722727
0.312204	0.533896
0.998779	509.215
0.15714	0.251965
0.74575	2.36912
0.639302	1.57183
0.207221	0.337496
0.495163	0.984873
0.646107	1.60957
0.794641	2.99139
0.0276193	0.0434102
0.257759	0.428552
0.122806	0.195327
0.433302	0.809669
0.363231	0.641739
0.64449	1.60048
0.604572	1.39729
0.10889	0.172727
0.454268	0.865705
0.138188	0.220533
0.320017	0.54977
0.824366	3.53175
0.835139	3.77426
0.118351	0.188071
0.817225	3.38637
0.707785	2.02324
0.416242	0.766237
