0.541032	0.541472
0.215491	0.215561
0.726035	0.726827
0.257942	0.258042
0.232368	0.232449
0.471023	0.471356
0.906735	0.907971
0.014893	0.0148934
0.0513016	0.0513056
0.353099	0.353286
0.526231	0.526646
0.421949	0.422216
0.525163	0.525577
0.864681	0.865804
0.93173	0.933035
0.486038	0.486392
0.661733	0.662391
0.584063	0.584576
0.89819	0.899403
0.314829	0.314978
0.625202	0.625789
0.74691	0.747748
0.36671	0.366912
0.761254	0.762124
0.536912	0.537345
0.45323	0.453539
0.307871	0.308013
0.192877	0.192933
0.401227	0.401469
0.999481	1.00098
0.709891	0.710648
0.386792	0.387016
0.156102	0.156139
0.33552	0.335689
0.692007	0.692727
0.548692	0.549144
0.849055	0.850139
0.646687	0.647315
0.742637	0.743466
0.457808	0.458123
0.937864	0.939186
0.0608844	0.06089
0.0828883	0.0828986
0.736167	0.736982
0.716361	0.717132
0.480483	0.48083
0.154576	0.154612
0.243233	0.243321
0.865261	0.866386
0.539415	0.539852
0.23365	0.233732
0.595508	0.59604
0.127812	0.127836
0.685293	0.685999
0.168493	0.168535
0.810907	0.811895
0.110782	0.110801
0.386242	0.386466
0.24311	0.243199
0.0783105	0.0783197
0.210059	0.210125
0.463179	0.463502
0.165441	0.165482
0.652364	0.653003
0.661489	0.662146
0.546587	0.547035
0.1807	0.180749
0.872524	0.873668
0.716666	0.717438
0.658803	0.659455
0.30961	0.309754
0.308054	0.308196
0.943724	0.945062
0.920804	0.922079
0.711661	0.712422
0.0272835	0.0272847
0.653096	0.653737
0.38435	0.384572
0.173376	0.173421
0.992279	0.993759
0.448347	0.448649
0.989166	0.990637
0.721824	0.722606
0.578204	0.578706
0.901914	0.903136
0.644642	0.645267
0.362438	0.362635
0.218085	0.218157
0.355754	0.355944
0.437178	0.437465
0.942839	0.944175
0.172155	0.172199
0.847468	0.848548
0.962035	0.963426
0.140599	0.140628
0.422437	0.422705
0.16068	0.160719
0.780419	0.781334
0.576952	0.577452
0.692343	0.693063
0.00119022	0.00119022
